Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,Weekend,Weekday,CO_level
7/11/2004,15:00:00,0.4,802,,3,651,22,1206,34,1282,403,32.4,19.3,0.922,True,False,Low
7/13/2004,3:00:00,0.4,723,,1.5,544,,1274,,1315,584,18.8,51.1,1.1,False,True,Low
7/15/2004,3:00:00,0.4,813,,3.1,656,,1070,,1332,603,22,42.6,1.1146,False,True,Low
7/15/2004,5:00:00,0.4,824,,3.1,660,36,1033,46,1342,618,21.4,45.6,1.1493,False,True,Low
7/16/2004,4:00:00,0.4,771,,2.1,593,30,1155,45,1291,545,21.6,42.2,1.0762,False,True,Low
7/18/2004,7:00:00,0.4,939,,4.1,718,39,927,53,1395,826,21.3,45.5,1.1405,True,False,Low
7/18/2004,12:00:00,0.4,930,,4.2,723,43,1035,62,1263,474,37.9,15,0.9728,True,False,Low
7/18/2004,16:00:00,0.4,973,,5.6,792,53,977,70,1356,620,41.4,11.8,0.9282,True,False,Low
7/18/2004,18:00:00,0.4,982,,5.3,780,39,974,54,1374,532,37.6,16.4,1.0458,True,False,Low
7/25/2004,3:00:00,0.4,851,,2.1,589,,1119,,1432,501,25,53.1,1.6541,True,False,Low
7/25/2004,6:00:00,0.4,859,,1.7,561,19,1162,28,1476,470,23.4,64.4,1.835,True,False,Low
7/25/2004,7:00:00,0.4,843,,1.5,544,20,1242,29,1442,447,24.4,57.9,1.7476,True,False,Low
8/1/2004,5:00:00,0.4,845,,2.6,625,17,993,21,1513,646,24.3,59.4,1.7838,True,False,Low
8/1/2004,6:00:00,0.4,872,,2.6,627,24,997,30,1530,670,23.3,62,1.7547,True,False,Low
8/1/2004,7:00:00,0.4,903,,2.9,648,19,975,21,1559,603,24.1,63.1,1.8619,True,False,Low
8/2/2004,5:00:00,0.4,910,,2.7,630,29,1061,35,1504,468,25.1,62.4,1.9602,False,True,Low
8/13/2004,3:00:00,0.4,810,,1.5,544,,1264,,1485,447,26,62.7,2.0737,False,True,Low
8/14/2004,3:00:00,0.4,802,,1.7,559,,1232,,1414,478,25,56,1.7428,True,False,Low
8/14/2004,4:00:00,0.4,795,,1.8,569,18,1178,27,1426,497,25.2,55,1.7405,True,False,Low
8/14/2004,5:00:00,0.4,809,,1.9,578,22,1170,29,1445,513,25.6,53.5,1.7291,True,False,Low
8/15/2004,3:00:00,0.4,804,,2.2,597,,1077,,1454,566,23.8,57.5,1.6723,True,False,Low
8/15/2004,5:00:00,0.4,785,,2.4,612,18,1054,27,1443,614,22.5,61.8,1.6654,True,False,Low
8/15/2004,6:00:00,0.4,772,,2,584,19,1149,27,1414,566,22.7,59.2,1.6139,True,False,Low
8/15/2004,14:00:00,0.4,746,,2.6,624,8,1227,14,1209,410,36.3,18.4,1.0976,True,False,Low
8/15/2004,15:00:00,0.4,738,,2.4,610,14,1281,24,1204,404,36.8,16.9,1.0347,True,False,Low
8/16/2004,3:00:00,0.4,759,,1.8,566,,1175,,1267,503,24.8,39.8,1.2231,False,True,Low
8/16/2004,5:00:00,0.4,766,,2.4,616,43,1163,43,1306,530,21.5,45.6,1.1558,False,True,Low
8/17/2004,4:00:00,0.4,820,,2.2,597,18,1069,29,1346,603,24.3,48.3,1.4449,False,True,Low
8/17/2004,5:00:00,0.4,828,,2.5,618,23,1039,25,1354,560,23.6,49.2,1.4153,False,True,Low
8/19/2004,3:00:00,0.4,834,,1.8,565,,1187,,1444,473,28.8,49,1.9112,False,True,Low
8/24/2004,4:00:00,0.4,762,,1.7,563,12,1181,21,1208,492,21.7,42.6,1.0907,False,True,Low
8/28/2004,5:00:00,0.4,749,,1.7,559,25,1145,33,1255,584,22.5,48.6,1.3077,True,False,Low
9/6/2004,5:00:00,0.4,892,,1.9,580,,1076,,1271,516,23.5,49.1,1.3991,False,True,Low
9/9/2004,5:00:00,0.4,813,,2.7,631,91,1327,65,1108,710,21.7,33.4,0.8545,False,True,Low
9/10/2004,4:00:00,0.4,866,,2.9,644,49,1162,41,1218,629,24.5,38.5,1.1688,False,True,Low
9/17/2004,3:00:00,0.4,777,,2,585,,1305,,1266,510,20,59.1,1.3694,False,True,Low
9/21/2004,4:00:00,0.4,814,,2.1,589,42,1119,36,1246,565,20.8,55.9,1.3581,False,True,Low
9/24/2004,3:00:00,0.4,813,,2,581,,1176,,1320,627,22.7,53.8,1.4673,False,True,Low
9/24/2004,4:00:00,0.4,851,,2.5,618,66,1099,52,1351,642,21.1,59.9,1.4789,False,True,Low
9/25/2004,6:00:00,0.4,744,,1.3,525,25,1434,3,1097,430,15.5,53.3,0.9308,True,False,Low
9/28/2004,3:00:00,0.4,741,,2.1,595,,1191,,1080,686,14.4,54.5,0.8887,False,True,Low
9/29/2004,3:00:00,0.4,793,,2,581,,1169,,1152,668,15.5,58.8,1.0309,False,True,Low
9/29/2004,5:00:00,0.4,769,,2,586,60,1221,45,1134,650,17.1,52.5,1.013,False,True,Low
10/11/2004,3:00:00,0.4,828,,1.7,558,,1166,,1304,494,18.8,73.8,1.5885,False,True,Low
10/11/2004,4:00:00,0.4,847,,1.9,576,33,1139,29,1321,507,17.9,77.7,1.5795,False,True,Low
10/31/2004,6:00:00,0.4,791,,1.2,519,43,1291,31,1295,540,18.1,79,1.6224,True,False,Low
10/31/2004,7:00:00,0.4,819,,1.4,537,46,1264,30,1315,551,20.4,71.2,1.6834,True,False,Low
11/5/2004,5:00:00,0.4,826,,2.2,601,67,1056,38,1180,702,16.9,67.9,1.295,False,True,Low
11/7/2004,6:00:00,0.4,757,,1.5,542,44,1339,31,1004,449,15.5,51.5,0.9026,True,False,Low
11/7/2004,7:00:00,0.4,752,,1.2,516,53,1370,35,997,440,15.1,52,0.8878,True,False,Low
11/8/2004,3:00:00,0.4,703,,0.5,446,,1523,,918,360,11.5,50.4,0.6815,False,True,Low
11/12/2004,3:00:00,0.4,789,,1.2,515,,1276,,1054,516,13.1,67.6,1.0127,False,True,Low
11/14/2004,3:00:00,0.4,705,,0.8,478,,1546,,885,330,9.9,54.3,0.6609,True,False,Low
11/14/2004,10:00:00,0.4,669,,0.5,444,59,1664,41,791,304,10.8,35.4,0.4583,True,False,Low
11/14/2004,11:00:00,0.4,667,,0.6,455,65,1716,44,786,301,11.4,32.9,0.4435,True,False,Low
11/15/2004,6:00:00,0.4,704,,0.8,478,55,1498,41,821,348,10.4,37.4,0.4717,False,True,Low
11/16/2004,4:00:00,0.4,732,,0.7,472,37,1461,32,866,391,11.1,40.8,0.5395,False,True,Low
11/21/2004,10:00:00,0.4,941,,6.4,832,234,914,125,970,964,7.2,42.8,0.4356,True,False,Low
11/22/2004,2:00:00,0.4,919,,5,761,212,911,122,942,1044,3.3,58,0.4551,False,True,Low
11/22/2004,7:00:00,0.4,988,,6.8,850,333,861,149,1030,1133,4.5,54.8,0.466,False,True,Low
12/9/2004,4:00:00,0.4,803,,0.7,466,33,1451,30,1034,449,14.8,65.5,1.0965,False,True,Low
12/9/2004,5:00:00,0.4,818,,0.7,463,33,1509,29,1046,437,14.4,68.5,1.1158,False,True,Low
12/9/2004,6:00:00,0.4,814,,0.8,482,57,1426,41,1027,457,14.5,62.9,1.0335,False,True,Low
12/10/2004,6:00:00,0.4,734,,0.8,478,51,2294,39,805,378,11.7,38.1,0.5223,False,True,Low
12/26/2004,5:00:00,0.4,855,,0.8,479,49,1319,46,1068,450,10.7,81.5,1.0497,True,False,Low
12/26/2004,7:00:00,0.4,873,,0.9,485,78,1305,67,1083,512,10.7,80.7,1.0377,True,False,Low
12/27/2004,5:00:00,0.4,826,,0.7,465,50,1322,46,978,433,11.9,61.1,0.8527,False,True,Low
1/10/2005,7:00:00,0.4,1162,,6.7,843,303,685,104,1336,1027,12.3,73.3,1.0448,False,True,Low
1/19/2005,2:00:00,0.4,1106,,4.4,733,165,822,109,1208,902,9.9,79.8,0.9725,False,True,Low
1/22/2005,6:00:00,0.4,1288,,11.6,1036,582,590,183,1242,1413,5.2,81.4,0.7276,True,False,Low
1/22/2005,19:00:00,0.4,1100,,12.2,1057,391,687,167,1126,1241,12.2,28.7,0.4077,True,False,Low
1/25/2005,11:00:00,0.4,892,,3.8,702,297,935,188,924,735,5,51.4,0.4534,False,True,Low
1/25/2005,14:00:00,0.4,893,,4.2,722,196,932,123,917,645,4.7,48.6,0.4194,False,True,Low
1/25/2005,16:00:00,0.4,896,,3.6,689,211,966,121,909,614,5.1,50.1,0.4432,False,True,Low
1/25/2005,17:00:00,0.4,909,,3.9,706,194,928,118,923,658,5,50.4,0.443,False,True,Low
1/26/2005,22:00:00,0.4,913,,2.9,645,154,966,114,922,651,4.6,54.8,0.4704,False,True,Low
1/27/2005,5:00:00,0.4,778,,0.3,417,27,1531,26,745,312,4.1,45.9,0.3804,False,True,Low
1/29/2005,6:00:00,0.4,774,,0.6,458,43,1473,37,735,334,1.4,52.3,0.3591,True,False,Low
1/30/2005,7:00:00,0.4,790,,0.4,431,53,1439,49,722,354,2.8,43.8,0.3308,True,False,Low
1/31/2005,4:00:00,0.4,791,,0.4,435,39,1486,37,668,292,3.7,37.7,0.3024,False,True,Low
1/31/2005,5:00:00,0.4,787,,0.3,415,39,1474,37,667,293,3.4,38.9,0.3075,False,True,Low
1/31/2005,6:00:00,0.4,814,,0.6,449,54,1363,50,674,328,3.7,37.5,0.3012,False,True,Low
2/3/2005,6:00:00,0.4,937,,2.8,640,194,923,130,870,1010,2.1,60.3,0.4368,False,True,Low
2/4/2005,5:00:00,0.4,920,,2.2,601,87,974,80,920,925,3.9,65.5,0.5367,False,True,Low
2/8/2005,3:00:00,0.4,844,,0.6,453,,1378,,748,337,6.9,40.9,0.4091,False,True,Low
2/14/2005,5:00:00,0.4,902,,1.5,548,54,1063,49,1024,617,7.7,68.9,0.728,False,True,Low
2/15/2005,3:00:00,0.4,821,,1.1,509,,1235,,762,348,7.1,37.4,0.3799,False,True,Low
2/15/2005,6:00:00,0.4,850,,1.3,529,64,1183,56,780,385,6.1,40.8,0.3868,False,True,Low
2/18/2005,5:00:00,0.4,872,,0.8,476,36,1249,35,794,350,6.9,48.1,0.4796,False,True,Low
2/22/2005,3:00:00,0.4,844,,0.6,454,,1327,,908,385,2.5,86.6,0.6407,False,True,Low
2/22/2005,4:00:00,0.4,851,,0.5,440,46,1349,46,918,377,3.4,85.4,0.6736,False,True,Low
2/28/2005,3:00:00,0.4,798,,0.6,452,,1435,,699,280,3.9,48.1,0.393,False,True,Low
2/28/2005,7:00:00,0.4,817,,0.7,462,89,1378,66,732,308,2.5,52.7,0.3908,False,True,Low
3/1/2005,2:00:00,0.4,736,,0.6,453,39,1498,37,602,268,0.2,40.6,0.2566,False,True,Low
3/2/2005,5:00:00,0.4,804,,0.9,489,77,1262,73,698,630,-1.3,46.3,0.2635,False,True,Low
3/7/2005,4:00:00,0.4,843,,0.5,443,35,1490,34,730,262,5.2,57.2,0.5094,False,True,Low
3/7/2005,5:00:00,0.4,872,,0.6,460,47,1359,45,755,288,4.5,63.1,0.5381,False,True,Low
3/12/2005,1:00:00,0.4,1078,,3.9,704,231,765,145,1077,898,10.2,55.8,0.6927,True,False,Low
3/12/2005,2:00:00,0.4,1152,,4.9,759,234,706,147,1113,1094,10,57.3,0.7015,True,False,Low
3/12/2005,16:00:00,0.4,1096,,5.5,788,191,699,114,1115,583,17.6,35.5,0.7065,True,False,Low
3/14/2005,0:00:00,0.4,1056,,3.8,699,196,787,134,1085,828,13.2,55.9,0.8465,False,True,Low
3/14/2005,1:00:00,0.4,1128,,5.2,771,193,733,122,1178,923,11.7,62.1,0.8535,False,True,Low
3/15/2005,5:00:00,0.4,923,,1.2,516,75,1049,59,1002,667,10.1,64.5,0.7968,False,True,Low
3/24/2005,5:00:00,0.4,959,,2.2,598,111,878,76,1045,904,12.4,58.3,0.8364,False,True,Low
3/24/2005,6:00:00,0.4,949,,2.3,607,105,884,74,1043,851,12.9,56,0.8292,False,True,Low
3/30/2005,4:00:00,0.4,879,,1.4,539,82,1045,56,1073,678,11.5,71.5,0.9684,False,True,Low
4/2/2005,4:00:00,0.4,815,,0.9,488,63,1223,49,742,326,11.2,38.3,0.5099,True,False,Low
4/2/2005,5:00:00,0.4,842,,1.4,535,59,1140,44,805,352,11,40.5,0.5316,True,False,Low
4/3/2005,6:00:00,0.4,848,,1.3,530,75,1072,55,901,523,9.1,52.4,0.6074,True,False,Low
4/4/2005,3:00:00,0.4,887,,1.1,508,62,1047,51,974,549,11.3,58.9,0.7888,False,True,Low
3/22/2004,5:00:00,0.3,845,,0.7,472,15,1786,23,1278,378,16.5,53.9,1.0049,False,True,Low
3/23/2004,5:00:00,0.3,834,19,0.6,459,13,1908,22,1212,361,8.8,80.5,0.9147,False,True,Low
4/7/2004,3:00:00,0.3,801,30,0.7,464,,1749,,1154,340,16.1,42.4,0.7718,False,True,Low
4/7/2004,4:00:00,0.3,804,30,0.7,468,12,1826,19,1166,320,15.7,45.4,0.8063,False,True,Low
4/7/2004,5:00:00,0.3,824,32,0.8,478,22,1705,32,1200,331,15.3,50.1,0.8617,False,True,Low
4/12/2004,4:00:00,0.3,753,9,0.7,462,16,1822,25,955,274,13.9,30.9,0.4868,False,True,Low
4/12/2004,5:00:00,0.3,785,14,0.5,448,16,1923,26,1003,263,13.5,37.9,0.5852,False,True,Low
4/13/2004,2:00:00,0.3,837,29,1.2,518,18,1581,29,1182,360,10.5,60.8,0.7704,False,True,Low
4/13/2004,4:00:00,0.3,825,47,0.9,489,21,1565,28,1171,363,11.1,60.1,0.7925,False,True,Low
4/25/2004,5:00:00,0.3,763,20,0.7,471,14,1783,20,1098,305,12.5,50.9,0.7346,True,False,Low
4/26/2004,3:00:00,0.3,775,26,0.8,477,,1722,,1115,335,14,44.3,0.7038,False,True,Low
5/18/2004,2:00:00,0.3,830,,2,582,30,1310,50,1264,608,20,34.5,0.7954,False,True,Low
5/19/2004,3:00:00,0.3,848,,1.8,571,,1224,,1297,624,18.7,44.3,0.9453,False,True,Low
5/19/2004,5:00:00,0.3,848,,2.2,598,32,1219,46,1318,628,17,49.2,0.9459,False,True,Low
5/20/2004,3:00:00,0.3,885,,1.7,565,,1217,,1329,542,19.8,46.2,1.056,False,True,Low
5/20/2004,5:00:00,0.3,925,,2.3,609,26,1168,35,1363,533,17.3,54.1,1.0582,False,True,Low
5/21/2004,2:00:00,0.3,875,,2.5,622,35,1167,58,1331,656,20,41.5,0.9571,False,True,Low
5/21/2004,3:00:00,0.3,889,,2.7,633,,1123,,1344,683,16.3,51.6,0.9461,False,True,Low
5/21/2004,5:00:00,0.3,881,,2.6,624,38,1135,47,1319,656,16.4,50.2,0.931,False,True,Low
5/23/2004,5:00:00,0.3,864,,2.1,591,27,1247,37,1374,507,17.7,56,1.1215,True,False,Low
5/29/2004,3:00:00,0.3,838,,3.4,675,,1302,,1390,540,17.9,50.8,1.0355,True,False,Low
5/30/2004,3:00:00,0.3,831,,6.2,822,,1085,,1418,710,17.8,44.8,0.9048,True,False,Low
5/30/2004,8:00:00,0.3,803,,2.7,635,60,1417,67,1272,537,20.2,37.8,0.8837,True,False,Low
5/30/2004,9:00:00,0.3,811,,3,653,52,1411,60,1269,486,22,31.9,0.8335,True,False,Low
5/30/2004,11:00:00,0.3,833,,3.8,697,54,1361,64,1294,496,27.5,22.8,0.8249,True,False,Low
5/30/2004,12:00:00,0.3,832,,4.2,719,52,1318,59,1299,502,28.7,20.7,0.8024,True,False,Low
5/31/2004,1:00:00,0.3,855,,4.8,751,27,1107,46,1418,664,19.7,43.2,0.9812,False,True,Low
6/1/2004,0:00:00,0.3,922,,4.7,750,46,1085,45,1585,685,18.6,75.7,1.6074,False,True,Low
6/1/2004,6:00:00,0.3,985,,6.1,816,107,987,65,1677,799,17.3,78.6,1.5412,False,True,Low
6/7/2004,3:00:00,0.3,733,,2,588,,1281,,1394,589,18.6,52.7,1.1206,False,True,Low
6/8/2004,4:00:00,0.3,734,,1.4,538,19,1449,30,1400,514,21,53.1,1.3031,False,True,Low
6/14/2004,2:00:00,0.3,716,,0.7,461,9,1795,16,1235,350,19.5,46.3,1.0363,False,True,Low
6/14/2004,3:00:00,0.3,708,,0.5,437,,1941,,1227,334,19,49,1.063,False,True,Low
6/14/2004,5:00:00,0.3,748,,0.8,477,21,1703,28,1301,380,19.1,52.7,1.1545,False,True,Low
6/18/2004,4:00:00,0.3,740,,1.8,568,19,1259,32,1404,510,22.8,48.1,1.3184,False,True,Low
6/21/2004,3:00:00,0.3,,,,,,,,,,,,,False,True,Low
6/21/2004,4:00:00,0.3,732,,1.5,544,15,1353,24,1367,466,18.9,55.2,1.1895,False,True,Low
6/22/2004,5:00:00,0.3,757,,2.2,596,30,1236,37,1381,560,19,52.8,1.1489,False,True,Low
6/23/2004,3:00:00,0.3,777,,2.4,609,,1170,,1405,644,21.7,47.3,1.2135,False,True,Low
6/29/2004,3:00:00,0.3,842,,2.6,624,,1080,,1480,712,26,44.2,1.4657,False,True,Low
7/5/2004,3:00:00,0.3,814,,2.5,618,,1097,,1400,696,21.6,46.1,1.1761,False,True,Low
7/10/2004,4:00:00,0.3,831,,2.6,626,22,1126,33,1406,484,22.4,49.7,1.3333,True,False,Low
7/11/2004,5:00:00,0.3,796,,2.6,628,29,1136,36,1385,555,20.6,50.6,1.2119,True,False,Low
7/11/2004,8:00:00,0.3,850,,3.1,659,32,1077,38,1402,557,23.5,44,1.2596,True,False,Low
7/18/2004,13:00:00,0.3,928,,4.1,716,39,1060,57,1252,459,39.4,13.7,0.9639,True,False,Low
7/18/2004,17:00:00,0.3,950,,4.8,754,38,1003,53,1325,551,40.1,13.6,0.9953,True,False,Low
7/19/2004,1:00:00,0.3,920,,4.3,730,43,944,55,1393,842,26.8,32.3,1.1235,False,True,Low
7/19/2004,5:00:00,0.3,925,,4.1,717,75,936,75,1455,970,21.2,46.3,1.1501,False,True,Low
7/25/2004,5:00:00,0.3,834,,1.3,527,10,1242,17,1458,427,22.5,69.1,1.8578,True,False,Low
8/2/2004,3:00:00,0.3,882,,2.2,595,,1097,,1463,406,25.5,62.8,2.0236,False,True,Low
8/2/2004,22:00:00,0.3,1092,,10.7,1005,64,669,98,1746,836,28,46.2,1.721,False,True,Low
8/16/2004,4:00:00,0.3,749,,1.5,543,16,1238,23,1244,462,23.3,41.9,1.1856,False,True,Low
9/9/2004,3:00:00,0.3,814,,2.3,606,,1370,,1131,745,23,33,0.9184,False,True,Low
9/17/2004,4:00:00,0.3,752,,1.2,521,32,1451,23,1247,471,19.7,61.9,1.4017,False,True,Low
9/17/2004,5:00:00,0.3,755,,1.3,528,35,1472,24,1234,471,19.6,59.1,1.3346,False,True,Low
9/25/2004,3:00:00,0.3,718,,1,499,,1495,,1059,382,15.3,52.4,0.9017,True,False,Low
9/25/2004,4:00:00,0.3,724,,1,495,42,1531,27,1071,391,15.3,53.1,0.9181,True,False,Low
9/25/2004,5:00:00,0.3,718,,0.9,486,32,1531,14,1072,398,15.4,53.7,0.9295,True,False,Low
11/8/2004,6:00:00,0.3,720,,0.6,458,33,1536,26,917,358,10.9,50.1,0.6519,False,True,Low
11/10/2004,3:00:00,0.3,730,,0.8,477,,1433,,950,420,7.9,68,0.7265,False,True,Low
11/10/2004,6:00:00,0.3,771,,0.9,490,48,1419,39,990,411,6.3,84.8,0.8148,False,True,Low
11/14/2004,4:00:00,0.3,689,,0.7,470,36,1643,26,863,305,9.8,51.3,0.6225,True,False,Low
11/14/2004,5:00:00,0.3,678,,0.4,427,24,1771,20,853,286,9.5,52.2,0.6198,True,False,Low
11/14/2004,8:00:00,0.3,647,,0.3,412,39,1964,29,779,274,10.6,36.1,0.4624,True,False,Low
11/14/2004,9:00:00,0.3,667,,0.4,429,57,1793,39,790,291,10.7,36,0.4623,True,False,Low
11/15/2004,2:00:00,0.3,679,,0.6,449,42,1666,31,800,314,10.7,36.1,0.4639,False,True,Low
11/15/2004,5:00:00,0.3,683,,0.4,426,28,1775,22,805,302,10.4,38.6,0.4862,False,True,Low
11/21/2004,3:00:00,0.3,901,,5.1,767,,961,,944,965,4.2,53.6,0.4454,True,False,Low
11/21/2004,15:00:00,0.3,866,,5,763,160,1018,106,859,775,15.2,18.7,0.3214,True,False,Low
11/22/2004,0:00:00,0.3,970,,5,763,163,917,116,930,1132,5.6,48,0.4412,False,True,Low
11/23/2004,3:00:00,0.3,1079,,6,812,,782,,1158,1158,7.8,81.3,0.8631,False,True,Low
12/10/2004,5:00:00,0.3,709,,0.5,437,31,2559,27,787,324,12,37.3,0.5239,False,True,Low
12/21/2004,3:00:00,0.3,697,,0.6,455,,1726,,698,318,5.6,37.6,0.3448,False,True,Low
12/21/2004,5:00:00,0.3,716,,0.7,473,54,1595,41,734,343,4.7,41.4,0.3576,False,True,Low
12/26/2004,6:00:00,0.3,848,,0.7,464,54,1425,46,1062,438,10.9,80.3,1.0444,True,False,Low
1/19/2005,13:00:00,0.3,965,,4.6,742,193,889,110,1099,661,8.6,63.3,0.7073,False,True,Low
1/24/2005,5:00:00,0.3,791,,0.6,459,43,1421,40,809,390,6.6,51.3,0.5026,False,True,Low
1/24/2005,21:00:00,0.3,872,,3.6,689,142,970,107,866,631,6.6,43.2,0.4247,False,True,Low
1/25/2005,12:00:00,0.3,876,,3.9,703,235,968,126,892,653,5.7,44.1,0.4063,False,True,Low
1/25/2005,13:00:00,0.3,872,,3.6,686,186,972,114,880,603,5.2,44.5,0.3968,False,True,Low
1/25/2005,21:00:00,0.3,881,,2.8,638,139,990,106,910,583,3.5,60.3,0.4782,False,True,Low
1/26/2005,8:00:00,0.3,896,,3.3,668,227,1043,136,887,519,3.3,50.2,0.3934,False,True,Low
1/26/2005,10:00:00,0.3,871,,2.8,638,219,1022,143,860,583,4.3,49.4,0.4136,False,True,Low
1/26/2005,15:00:00,0.3,864,,3.4,678,198,987,132,866,579,5.6,42.4,0.3884,False,True,Low
1/26/2005,16:00:00,0.3,902,,4.2,721,203,924,133,900,666,5.7,43.1,0.3984,False,True,Low
1/26/2005,17:00:00,0.3,916,,4.2,720,188,912,126,922,707,4.8,49.7,0.4305,False,True,Low
2/3/2005,5:00:00,0.3,932,,2.9,645,142,916,105,882,1006,1.2,63.7,0.4327,False,True,Low
2/15/2005,5:00:00,0.3,805,,0.5,437,28,1491,28,738,296,6.9,39.8,0.3966,False,True,Low
2/28/2005,4:00:00,0.3,781,,0.4,425,29,1609,28,667,261,3.8,48,0.3879,False,True,Low
2/28/2005,5:00:00,0.3,781,,0.3,409,25,1664,25,669,252,3.6,50.3,0.4022,False,True,Low
2/28/2005,6:00:00,0.3,779,,0.2,402,34,1665,31,684,257,2.8,52.6,0.3972,False,True,Low
3/12/2005,3:00:00,0.3,1128,,4.5,740,195,705,134,1113,1064,10.2,57.9,0.7191,True,False,Low
3/12/2005,13:00:00,0.3,1083,,5.8,804,208,702,128,1105,615,18,35.4,0.7233,True,False,Low
3/13/2005,10:00:00,0.3,1160,,5,765,260,711,148,1134,962,13.9,47.3,0.7479,True,False,Low
3/13/2005,14:00:00,0.3,1057,,2.8,641,170,803,110,1103,616,17.2,46.2,0.8989,True,False,Low
3/13/2005,16:00:00,0.3,1159,,5,762,177,742,102,1158,590,19.7,37.1,0.8399,True,False,Low
3/14/2005,2:00:00,0.3,1119,,5.3,778,192,705,123,1187,1096,9.9,68.9,0.8388,False,True,Low
4/3/2005,5:00:00,0.3,811,,1,494,60,1118,46,872,470,9.6,51,0.6082,True,False,Low
5/11/2004,2:00:00,0.2,787,,1.6,549,28,1366,43,1317,596,14.3,61.9,1.0031,False,True,Low
5/11/2004,3:00:00,0.2,799,,1.6,555,,1327,,1320,643,12.8,66,0.969,False,True,Low
5/18/2004,3:00:00,0.2,812,,1.2,521,,1413,,1233,469,21.2,32.9,0.8178,False,True,Low
5/24/2004,2:00:00,0.2,774,,1,500,13,1536,21,1169,352,15.8,45.2,0.8052,False,True,Low
5/25/2004,1:00:00,0.2,837,,2.7,634,41,1200,56,1150,669,15.5,32.2,0.5641,False,True,Low
5/25/2004,6:00:00,0.2,798,,2.6,630,40,1291,45,1125,536,13.4,34.5,0.5272,False,True,Low
5/30/2004,7:00:00,0.2,828,,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385,True,False,Low
5/30/2004,15:00:00,0.2,815,,4.2,723,41,1378,46,1256,471,32,15,0.7028,True,False,Low
5/31/2004,0:00:00,0.2,836,,4.3,728,16,1213,28,1353,518,20.6,39.9,0.9597,False,True,Low
6/22/2004,3:00:00,0.2,735,,1.4,533,,1338,,1350,493,21,47.5,1.1666,False,True,Low
6/22/2004,4:00:00,0.2,719,,1.2,522,24,1385,40,1343,509,19.8,50.3,1.1444,False,True,Low
7/11/2004,6:00:00,0.2,795,,2.3,606,25,1152,35,1369,552,21.3,48.8,1.2189,True,False,Low
7/11/2004,14:00:00,0.2,775,,2.5,619,10,1254,19,1272,386,32.2,20,0.9488,True,False,Low
7/12/2004,2:00:00,0.2,779,,2,581,13,1204,22,1323,505,21.2,46.2,1.1482,False,True,Low
8/2/2004,4:00:00,0.2,854,,1.6,553,2,1203,5,1418,396,25.5,61.8,1.9831,False,True,Low
9/9/2004,4:00:00,0.2,806,,2.3,605,74,1366,68,1132,725,21.4,35.7,0.8982,False,True,Low
11/8/2004,4:00:00,0.2,689,,0.3,407,13,1757,13,895,333,11.3,49.5,0.6615,False,True,Low
11/8/2004,5:00:00,0.2,698,,0.4,424,20,1665,18,903,339,10.8,50.9,0.657,False,True,Low
11/10/2004,4:00:00,0.2,715,,0.5,445,32,1601,29,925,373,8,64.5,0.695,False,True,Low
11/10/2004,5:00:00,0.2,726,,0.5,443,29,1663,26,942,363,8.1,68.6,0.7409,False,True,Low
11/14/2004,6:00:00,0.2,655,,0.2,402,20,2077,17,814,268,10,45.7,0.5598,True,False,Low
11/14/2004,7:00:00,0.2,649,,0.2,397,25,2062,21,798,261,10.2,41.9,0.5209,True,False,Low
11/15/2004,3:00:00,0.2,676,,0.4,429,,1750,,803,296,11,37.3,0.488,False,True,Low
11/21/2004,6:00:00,0.2,858,,2.7,633,97,1136,73,878,788,3.5,55.9,0.4431,True,False,Low
11/21/2004,8:00:00,0.2,862,,4.9,757,227,983,116,938,879,1.3,65.3,0.4457,True,False,Low
12/21/2004,4:00:00,0.2,697,,0.5,437,44,1705,39,702,325,5.3,38.8,0.3473,False,True,Low
1/18/2005,23:00:00,0.2,1125,,4.9,758,167,820,104,1241,867,9.8,81.9,0.9923,False,True,Low
1/19/2005,10:00:00,0.2,912,,3.7,692,194,923,128,1020,713,6.4,67.4,0.6537,False,True,Low
1/19/2005,15:00:00,0.2,918,,4.3,729,176,904,114,1014,639,9.4,53.6,0.6333,False,True,Low
1/19/2005,16:00:00,0.2,920,,4.3,729,168,891,110,1013,647,9.2,55,0.6402,False,True,Low
1/25/2005,8:00:00,0.2,869,,2.9,646,180,1068,115,876,476,4.3,45.9,0.3843,False,True,Low
1/25/2005,15:00:00,0.2,879,,3.6,687,167,980,107,914,564,4.5,51,0.4327,False,True,Low
1/26/2005,13:00:00,0.2,876,,3.5,683,180,993,122,894,572,4.3,49.7,0.4166,False,True,Low
1/26/2005,23:00:00,0.2,905,,2.5,620,120,986,90,904,598,4,56.8,0.4688,False,True,Low
1/27/2005,0:00:00,0.2,872,,2.6,628,117,1009,87,857,560,4.2,46.8,0.39,False,True,Low
1/27/2005,1:00:00,0.2,843,,2.2,597,108,1059,83,808,527,4.5,42,0.3571,False,True,Low
1/27/2005,2:00:00,0.2,863,,2.5,622,97,1025,74,826,574,4.1,42.1,0.3487,False,True,Low
